,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
10178,Toyota,Tacoma,2016.0,regular unleaded,278.0,6.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,20.0,17.0,2031.0
10179,Toyota,Tacoma,2016.0,regular unleaded,278.0,6.0,MANUAL,four wheel drive,4.0,Compact,Crew Cab Pickup,,17.0,2031.0
10180,Toyota,Tacoma,2016.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,23.0,18.0,2031.0
10181,Toyota,Tacoma,2016.0,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,24.0,19.0,2031.0
10182,Toyota,Tacoma,2016.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,23.0,18.0,2031.0
10183,Toyota,Tacoma,2016.0,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,24.0,19.0,2031.0
10184,Toyota,Tacoma,2016.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,23.0,18.0,
10185,Toyota,Tacoma,2016.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,23.0,18.0,2031.0
10186,Toyota,Tacoma,2016.0,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,24.0,19.0,2031.0
10187,Toyota,Tacoma,2016.0,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,24.0,19.0,2031.0
10188,Toyota,Tacoma,2016.0,regular unleaded,159.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,22.0,19.0,2031.0
10189,Toyota,Tacoma,2016.0,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,24.0,19.0,2031.0
10190,Toyota,Tacoma,2016.0,regular unleaded,159.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,22.0,19.0,2031.0
10191,Toyota,Tacoma,2016.0,regular unleaded,278.0,6.0,MANUAL,four wheel drive,4.0,Compact,Crew Cab Pickup,21.0,17.0,2031.0
10192,Toyota,Tacoma,2016.0,regular unleaded,278.0,,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,24.0,19.0,2031.0
10193,Toyota,Tacoma,2016.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,23.0,18.0,2031.0
10194,Toyota,Tacoma,2016.0,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,,Compact,Extended Cab Pickup,24.0,19.0,2031.0
10195,Toyota,Tacoma,2016.0,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,23.0,19.0,2031.0
10196,Toyota,Tacoma,2016.0,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,23.0,19.0,2031.0
10197,Toyota,Tacoma,2016.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,23.0,18.0,2031.0
10198,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,23.0,18.0,2031.0
10199,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,MANUAL,four wheel drive,4.0,Compact,Crew Cab Pickup,20.0,17.0,2031.0
10200,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,MANUAL,four wheel drive,4.0,Compact,Crew Cab Pickup,20.0,17.0,2031.0
10201,Toyota,Tacoma,2017.0,regular unleaded,,4.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,21.0,19.0,2031.0
10202,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,24.0,19.0,2031.0
10203,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,23.0,18.0,2031.0
10204,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,23.0,18.0,2031.0
10205,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,23.0,18.0,2031.0
10206,Toyota,Tacoma,,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,23.0,19.0,2031.0
10207,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,23.0,18.0,2031.0
10208,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,23.0,18.0,2031.0
10209,Toyota,Tacoma,,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,23.0,18.0,2031.0
10210,Toyota,Tacoma,2017.0,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,23.0,,2031.0
10211,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,24.0,19.0,2031.0
10212,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,,Compact,Extended Cab Pickup,24.0,19.0,2031.0
10213,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,MANUAL,four wheel drive,4.0,Compact,Crew Cab Pickup,20.0,17.0,2031.0
10214,Toyota,Tacoma,2017.0,regular unleaded,159.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,23.0,19.0,2031.0
10215,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,24.0,19.0,2031.0
10216,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,,Compact,Crew Cab Pickup,23.0,18.0,
10217,Toyota,Tacoma,2017.0,regular unleaded,159.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,22.0,19.0,2031.0
10218,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,23.0,18.0,
10219,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,24.0,19.0,
10220,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,24.0,19.0,2031.0
10221,Toyota,Tacoma,2017.0,regular unleaded,,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,23.0,19.0,2031.0
10222,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,21.0,17.0,2031.0
10223,Toyota,Tacoma,2017.0,regular unleaded,159.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,22.0,19.0,2031.0
10224,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,23.0,18.0,2031.0
10225,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,24.0,19.0,2031.0
10226,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,23.0,18.0,2031.0
10227,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,,18.0,2031.0
10228,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,24.0,19.0,2031.0
10229,Toyota,Tacoma,2017.0,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,24.0,19.0,2031.0
10230,Chevrolet,Tahoe Hybrid,2011.0,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23.0,20.0,1385.0
10231,Chevrolet,Tahoe Hybrid,2011.0,regular unleaded,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,23.0,20.0,1385.0
10232,Chevrolet,Tahoe Hybrid,2012.0,regular unleaded,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,23.0,20.0,1385.0
10233,Chevrolet,Tahoe Hybrid,2012.0,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23.0,20.0,1385.0
10234,Chevrolet,Tahoe Hybrid,2013.0,regular unleaded,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,23.0,20.0,1385.0
10235,Chevrolet,Tahoe Hybrid,2013.0,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23.0,20.0,1385.0
10236,Chevrolet,Tahoe Limited/Z71,2000.0,regular unleaded,255.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,15.0,11.0,1385.0
10237,Chevrolet,Tahoe Limited/Z71,2000.0,regular unleaded,,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,16.0,12.0,1385.0
10238,Chevrolet,Tahoe,2015.0,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,22.0,16.0,1385.0
10239,Chevrolet,Tahoe,2015.0,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23.0,,
10240,Chevrolet,Tahoe,2015.0,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,22.0,16.0,1385.0
10241,Chevrolet,Tahoe,2015.0,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23.0,16.0,1385.0
10242,Chevrolet,Tahoe,2015.0,flex-fuel (unleaded/E85),,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23.0,16.0,1385.0
10243,Chevrolet,Tahoe,2015.0,flex-fuel (unleaded/E85),,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,22.0,16.0,1385.0
10244,Chevrolet,Tahoe,2016.0,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,22.0,16.0,1385.0
10245,Chevrolet,Tahoe,2016.0,flex-fuel (unleaded/E85),,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23.0,16.0,1385.0
10246,Chevrolet,Tahoe,2016.0,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,22.0,16.0,1385.0
10247,Chevrolet,Tahoe,2016.0,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23.0,16.0,1385.0
10248,Chevrolet,Tahoe,2016.0,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,22.0,16.0,1385.0
10249,Chevrolet,Tahoe,2016.0,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23.0,16.0,1385.0
10250,Chevrolet,Tahoe,2017.0,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,22.0,16.0,1385.0
10251,Chevrolet,Tahoe,2017.0,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,22.0,16.0,1385.0
10252,Chevrolet,Tahoe,2017.0,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23.0,16.0,1385.0
10253,Chevrolet,Tahoe,2017.0,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23.0,16.0,1385.0
10254,Chevrolet,Tahoe,2017.0,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23.0,16.0,1385.0
10255,Chevrolet,Tahoe,2017.0,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,22.0,,1385.0
10256,Ford,Taurus X,2008.0,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22.0,15.0,5657.0
10257,Ford,Taurus X,2008.0,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22.0,15.0,5657.0
10258,Ford,Taurus X,2008.0,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,,16.0,5657.0
10259,Ford,Taurus X,2008.0,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,24.0,16.0,5657.0
10260,Ford,Taurus X,2008.0,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22.0,15.0,5657.0
10261,Ford,Taurus X,2008.0,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,24.0,16.0,5657.0
10262,Ford,Taurus X,2009.0,regular unleaded,263.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,24.0,17.0,5657.0
10263,Ford,Taurus X,2009.0,regular unleaded,263.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22.0,15.0,5657.0
10264,Ford,Taurus X,,regular unleaded,263.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22.0,15.0,5657.0
10265,Ford,Taurus X,2009.0,regular unleaded,263.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,24.0,17.0,5657.0
10266,Ford,Taurus X,2009.0,regular unleaded,263.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22.0,15.0,5657.0
10267,Ford,Taurus X,2009.0,regular unleaded,263.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,24.0,17.0,5657.0
10268,Ford,Taurus,2015.0,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,29.0,19.0,5657.0
10269,Ford,Taurus,2015.0,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,29.0,19.0,5657.0
10270,Ford,Taurus,2015.0,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,25.0,17.0,5657.0
10271,Ford,Taurus,2015.0,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26.0,18.0,5657.0
10272,Ford,Taurus,2015.0,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26.0,18.0,5657.0
10273,Ford,Taurus,2015.0,flex-fuel (unleaded/E85),,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,29.0,19.0,5657.0
10274,Ford,Taurus,2016.0,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27.0,18.0,5657.0
10275,Ford,Taurus,2016.0,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27.0,,5657.0
10276,Ford,Taurus,,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,,Large,Sedan,27.0,18.0,5657.0
10277,Ford,Taurus,2016.0,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24.0,17.0,5657.0
10278,Ford,Taurus,2016.0,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24.0,16.0,5657.0
10279,Ford,Taurus,2016.0,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24.0,17.0,5657.0
10280,Ford,Taurus,2017.0,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27.0,18.0,
10281,Ford,Taurus,2017.0,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27.0,18.0,5657.0
10282,Ford,Taurus,,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24.0,16.0,5657.0
10283,Ford,Taurus,2017.0,premium unleaded (recommended),288.0,6.0,AUTOMATIC,all wheel drive,,Large,Sedan,24.0,17.0,5657.0
10284,Ford,Taurus,2017.0,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,24.0,17.0,
10285,Ford,Taurus,2017.0,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27.0,18.0,5657.0
10286,Chrysler,TC,1990.0,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,22.0,15.0,1013.0
10287,Chrysler,TC,1990.0,regular unleaded,,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,23.0,16.0,1013.0
10288,Chrysler,TC,1991.0,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,22.0,16.0,1013.0
10289,Scion,tC,2014.0,regular unleaded,179.0,,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31.0,23.0,105.0
10290,Scion,tC,,regular unleaded,179.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31.0,23.0,105.0
10291,Scion,tC,2014.0,regular unleaded,,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,31.0,23.0,105.0
10292,Scion,tC,2014.0,regular unleaded,179.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,31.0,23.0,105.0
10293,Scion,tC,2014.0,regular unleaded,179.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,31.0,23.0,105.0
10294,Scion,tC,2014.0,regular unleaded,179.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31.0,23.0,105.0
10295,Scion,tC,2015.0,regular unleaded,179.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31.0,23.0,105.0
10296,Scion,tC,2015.0,regular unleaded,179.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,31.0,23.0,105.0
10297,Scion,tC,2015.0,regular unleaded,179.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,31.0,23.0,105.0
10298,Scion,tC,2015.0,regular unleaded,179.0,,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31.0,23.0,105.0
10299,Scion,tC,2016.0,regular unleaded,179.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31.0,23.0,105.0
10300,Scion,tC,2016.0,regular unleaded,179.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31.0,23.0,105.0
10301,Scion,tC,2016.0,regular unleaded,179.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,31.0,23.0,105.0
10302,Ford,Tempo,1992.0,regular unleaded,96.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30.0,21.0,5657.0
10303,Ford,Tempo,1992.0,regular unleaded,96.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30.0,21.0,5657.0
10304,Ford,Tempo,1992.0,regular unleaded,140.0,6.0,MANUAL,front wheel drive,2.0,Compact,Coupe,26.0,19.0,5657.0
10305,Ford,Tempo,1992.0,regular unleaded,96.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30.0,21.0,5657.0
10306,Ford,Tempo,1992.0,regular unleaded,140.0,6.0,MANUAL,front wheel drive,4.0,Compact,Sedan,26.0,19.0,5657.0
10307,Ford,Tempo,1993.0,regular unleaded,96.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30.0,21.0,5657.0
10308,Ford,Tempo,1993.0,regular unleaded,96.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30.0,21.0,5657.0
10309,Ford,Tempo,1993.0,regular unleaded,96.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30.0,,5657.0
10310,Ford,Tempo,1994.0,regular unleaded,96.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30.0,21.0,5657.0
10311,Ford,Tempo,1994.0,regular unleaded,96.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30.0,21.0,5657.0
10312,Ford,Tempo,1994.0,regular unleaded,96.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30.0,21.0,5657.0
10313,Toyota,Tercel,1996.0,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35.0,27.0,2031.0
10314,Toyota,Tercel,1996.0,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35.0,27.0,2031.0
10315,Toyota,Tercel,1996.0,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,36.0,29.0,2031.0
10316,Toyota,Tercel,1997.0,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35.0,28.0,
10317,Toyota,Tercel,1997.0,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35.0,28.0,2031.0
10318,Toyota,Tercel,1997.0,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35.0,28.0,2031.0
10319,Toyota,Tercel,1998.0,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35.0,27.0,2031.0
10320,GMC,Terrain,2015.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,,Compact,4dr SUV,32.0,22.0,549.0
10321,GMC,Terrain,2015.0,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29.0,20.0,549.0
10322,GMC,Terrain,2015.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32.0,22.0,549.0
10323,GMC,Terrain,2015.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32.0,22.0,549.0
10324,GMC,Terrain,2015.0,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29.0,20.0,549.0
10325,GMC,Terrain,,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32.0,22.0,549.0
10326,GMC,Terrain,2015.0,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29.0,20.0,549.0
10327,GMC,Terrain,2015.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,,22.0,549.0
10328,GMC,Terrain,2015.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,,Compact,4dr SUV,29.0,20.0,549.0
10329,GMC,Terrain,2015.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32.0,22.0,549.0
10330,GMC,Terrain,2015.0,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29.0,20.0,549.0
10331,GMC,Terrain,2016.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32.0,22.0,549.0
10332,GMC,Terrain,2016.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32.0,22.0,
10333,GMC,Terrain,2016.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32.0,22.0,549.0
10334,GMC,Terrain,2016.0,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29.0,20.0,549.0
10335,GMC,Terrain,2016.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32.0,22.0,549.0
10336,GMC,Terrain,2016.0,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29.0,20.0,549.0
10337,GMC,Terrain,2016.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32.0,22.0,549.0
10338,GMC,Terrain,2016.0,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29.0,20.0,549.0
10339,GMC,Terrain,2016.0,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29.0,20.0,549.0
10340,GMC,Terrain,2017.0,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,28.0,20.0,549.0
10341,GMC,Terrain,2017.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31.0,21.0,549.0
10342,GMC,Terrain,2017.0,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,,Compact,4dr SUV,28.0,20.0,549.0
10343,GMC,Terrain,2017.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31.0,21.0,549.0
10344,GMC,Terrain,2017.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31.0,21.0,549.0
10345,GMC,Terrain,2017.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28.0,20.0,549.0
10346,GMC,Terrain,2017.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31.0,21.0,549.0
10347,GMC,Terrain,2017.0,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31.0,21.0,549.0
10348,GMC,Terrain,2017.0,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,28.0,20.0,549.0
10349,Buick,Terraza,2005.0,regular unleaded,200.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,21.0,15.0,155.0
10350,Buick,Terraza,2005.0,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23.0,16.0,155.0
10351,Buick,Terraza,2005.0,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23.0,16.0,155.0
10352,Buick,Terraza,2005.0,regular unleaded,200.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,21.0,15.0,155.0
10353,Buick,Terraza,2006.0,regular unleaded,196.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,21.0,15.0,155.0
10354,Buick,Terraza,2006.0,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23.0,16.0,155.0
10355,Buick,Terraza,2006.0,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23.0,16.0,155.0
